lga_code,lga_name,2011,2012,2013,2014,2015,2016
24850,Mitchell (S),101.6972,104.8176,108.30630000000001,111.69930000000001,114.78490000000001,118.1228
24900,Moira (S),76.6962,77.3469,77.3631,77.8491,78.23790000000001,78.7185
24970,Monash (C),833.5215000000001,845.6757000000001,857.0356,869.6739000000001,879.3652999999999,889.4091999999999
25060,Moonee Valley (C),392.67900000000003,397.29200000000003,402.5315,410.6795,417.648,424.837
25150,Moorabool (S),71.66,73.44,75.815,77.30749999999999,78.955,81.05000000000001
25250,Moreland (C),755.8054000000001,767.6928,783.6472,801.2872,816.1391000000001,833.8722
25340,Mornington Peninsula (S),268.6878,271.494,273.86100000000005,276.84000000000003,280.5138,284.01660000000004
25430,Mount Alexander (S),42.904799999999994,42.931200000000004,43.1496,43.440000000000005,43.727999999999994,44.064
25490,Moyne (S),4.851,4.8837,4.8911999999999995,4.9044,4.9248,4.9509
25620,Murrindindi (S),31.9776,32.2176,32.3472,32.6232,32.7504,32.911199999999994
25710,Nillumbik (S),75.25919999999999,75.3012,75.2112,75.4464,75.5004,75.708
25810,Northern Grampians (S),36.162,35.82,35.334,35.157,35.031,34.971000000000004
25900,Port Phillip (C),1488.0780000000002,1536.0129000000002,1567.0413,1604.1285,1632.969,1653.1497000000002
25990,Pyrenees (S),10.1355,10.1295,10.14,10.471499999999999,10.407,10.353
26080,Queenscliffe (B),3.6828,3.6887999999999996,3.6719999999999997,3.6503999999999994,3.6431999999999998,3.642
26170,South Gippsland (S),39.7704,39.2904,38.73839999999999,38.203199999999995,38.123999999999995,38.0856
26260,Southern Grampians (S),55.03,55.512,55.85,55.854,55.968,56.224
26350,Stonnington (C),504.15029999999996,516.0536999999999,525.861,540.5030999999999,560.5053,571.8068999999999
26430,Strathbogie (S),16.3217,16.4271,16.4866,16.6753,16.7807,16.8946
26490,Surf Coast (S),15.9978,16.488,16.9596,17.0844,17.328,17.6022
26610,Swan Hill (RC),164.8335,165.53660000000002,164.7545,162.582,162.8348,163.3641
26670,Towong (S),10.0606,10.048699999999998,10.0045,9.853200000000001,9.8022,9.758000000000001
26700,Wangaratta (RC),3.092,3.112,3.12,3.12,3.116,3.12
26730,Warrnambool (C),97.9632,97.9956,97.83359999999999,97.6212,98.118,98.676
26810,Wellington (S),94.7169,95.61589999999998,96.39309999999999,97.1326,97.51539999999999,98.0055
26890,West Wimmera (S),50.4768,50.73,50.736,50.6664,50.7504,50.9604
26980,Whitehorse (C),19.711,19.324599999999997,18.8922,18.455199999999998,18.257399999999997,18.0918
27070,Whittlesea (C),409.60920000000004,414.154,420.10800000000006,425.5654,431.64680000000004,439.26740000000007
27170,Wodonga (RC),723.6,764.7975,806.067,841.527,872.0234999999999,904.023
27260,Wyndham (C),79.25500000000001,80.4672,82.09740000000001,83.88820000000001,85.30060000000002,86.76580000000001
27350,Yarra (C),1666.98,1788.5900000000001,1891.11,1997.15,2097.68,2185.5299999999997
27450,Yarra Ranges (S),181.4723,186.23559999999998,192.0776,198.87409999999997,205.4268,212.11749999999998
27630,Yarriambiack (S),59.56280000000001,59.7004,59.7776,60.034000000000006,60.215599999999995,60.3756
